œ– √(2), ÏŒÏ	¡œ– √(2), ŒÏ	œ– √(4), ÏŒÏ	¡œ– √(4), ŒÏ	œ– √(5), ÏŒÏ	¡œ– √(5), ŒÏ	œ– √(7), ÏŒÏ	¡œ– √(7), ŒÏ	œ– √(8), ÏŒÏ	¡œ– √(8), ŒÏ	œ– √(10), ÏŒÏ	¡œ– √(10), ŒÏ	œ– √(13), ÏŒÏ	¡œ– √(13), ŒÏ	œ– √(14), ÏŒÏ	¡œ– √(14), ŒÏ	› √(16), ÏÍ¬	“– √(32), ÏŒÏ	
-20.800	64.236	-9.200	8.745	7.200	12.561	-6.800	94.393	-6.400	82.945	9.200	72.769	-8.000	25.705	12.000	108.332	1472.949	-2.800	
-20.000	64.183	-9.200	8.745	7.200	12.508	-6.000	94.393	-7.200	82.945	9.600	72.769	-7.600	25.705	12.000	108.332	1511.907	-2.800	
-19.600	64.236	-9.600	8.745	6.400	12.508	-5.200	94.393	-7.600	82.945	10.000	72.769	-7.200	25.705	11.600	108.332	1506.341	-2.400	
-19.200	64.236	-10.000	8.745	5.200	12.508	-4.400	94.393	-7.600	82.945	10.400	72.769	-6.800	25.652	11.600	108.332	1450.688	-2.400	
-18.800	64.183	-10.000	8.745	4.800	12.508	-3.600	94.393	-8.000	82.945	10.800	72.769	-6.400	25.705	11.200	108.332	1326.397	-2.800	
-18.400	64.236	-10.000	8.745	5.200	12.561	-2.800	94.393	-8.400	82.945	11.200	72.769	-6.800	25.652	11.200	108.332	1142.742	-2.800	
-18.000	64.236	-10.000	8.745	5.200	12.667	-2.000	94.393	-8.800	82.945	11.600	72.769	-6.800	25.652	11.600	108.332	920.130	-2.800	
-18.000	64.183	-10.400	8.745	3.600	12.667	-1.600	94.393	-8.800	82.945	12.000	72.769	-6.800	25.705	12.000	108.332	686.387	-3.200	
-17.600	64.183	-10.800	8.745	2.800	12.667	-0.800	94.393	-8.400	82.945	12.400	72.769	-7.200	25.705	12.400	108.332	463.775	-3.600	
-17.600	64.183	-10.400	8.745	2.400	12.614	0.000	94.393	-8.400	82.945	12.800	72.769	-7.600	25.705	12.800	108.332	257.859	-4.400	
-18.000	64.183	-10.400	8.745	2.800	12.561	0.400	94.393	-8.000	82.945	13.600	72.769	-7.600	25.705	13.200	108.332	66.784	-4.800	
-18.000	64.183	-10.000	8.745	1.600	12.561	1.200	94.393	-7.600	82.945	14.000	72.769	-7.200	25.705	14.000	108.332	-102.031	-5.600	
-18.400	64.183	-9.600	8.692	0.000	12.508	1.600	94.393	-6.400	82.945	14.800	72.769	-6.400	25.705	14.800	108.332	-218.902	-6.400	
-18.400	64.236	-9.600	8.692	-1.200	12.508	2.000	94.393	-5.200	82.945	15.200	72.769	-5.600	25.652	15.600	108.332	-278.265	-6.800	
-18.800	64.236	-9.200	8.692	-1.600	12.561	2.000	94.393	-4.400	82.945	16.000	72.769	-4.800	25.652	16.000	108.332	-296.816	-7.600	
-19.200	64.183	-8.800	8.745	-1.600	12.614	2.400	94.393	-4.000	82.945	16.800	72.769	-3.600	25.652	16.800	108.332	-265.279	-8.000	
-19.600	64.236	-8.400	8.745	-1.600	12.667	3.200	94.393	-3.200	82.945	17.600	72.769	-1.600	25.652	17.600	108.332	-198.496	-8.400	
-19.600	64.183	-8.800	8.745	-2.800	12.667	3.600	94.393	-2.000	82.945	18.400	72.769	0.400	25.652	18.000	108.332	-137.277	-8.800	
-20.000	64.236	-9.200	8.745	-3.600	12.667	4.000	94.393	-0.400	82.945	19.200	72.769	2.400	25.652	18.800	108.332	-100.175	-9.200	
-20.400	64.183	-9.200	8.745	-2.400	12.614	4.400	94.393	0.400	82.945	20.000	72.769	4.000	25.652	19.200	108.332	-77.914	-9.200	
-20.400	64.236	-9.200	8.745	-1.200	12.561	4.800	94.393	0.400	82.945	20.800	72.716	6.400	25.652	20.000	108.332	-50.088	-9.200	
-20.800	64.236	-9.600	8.745	-0.800	12.508	5.600	94.393	0.400	82.945	22.000	72.769	8.400	25.705	20.000	108.332	-24.116	-9.200	
-20.800	64.236	-10.400	8.692	-1.200	12.508	6.000	94.393	0.800	82.945	22.800	72.769	9.200	25.652	20.400	108.332	-18.551	-8.800	
-20.800	64.236	-10.800	8.745	-1.600	12.508	6.400	94.393	1.600	82.945	23.600	72.769	8.800	25.705	20.800	108.332	-18.551	-8.400	
-20.800	64.236	-11.200	8.745	-1.200	12.561	6.800	94.393	2.000	82.945	24.800	72.716	8.000	25.652	21.200	108.332	-12.986	-8.400	
-20.800	64.236	-11.200	8.745	-0.400	12.561	6.800	94.393	2.400	82.945	25.600	72.769	6.800	25.652	21.600	108.332	-9.276	-8.000	
-20.800	64.236	-11.600	8.745	0.000	12.667	6.800	94.393	2.400	82.945	27.200	72.716	5.600	25.652	21.600	108.332	-9.276	-7.600	
-20.800	64.183	-12.400	8.745	-1.200	12.667	6.800	94.393	3.200	82.945	28.400	72.716	4.800	25.652	21.600	108.332	-16.696	-7.200	
-20.400	64.183	-12.800	8.745	-1.600	12.667	6.400	94.393	4.400	82.945	30.000	72.769	3.200	25.705	21.200	108.332	-27.827	-7.200	
-20.400	64.183	-12.800	8.745	-1.200	12.614	5.600	94.393	5.200	82.945	31.600	72.716	1.200	25.705	20.800	108.332	-29.682	-6.800	
-20.000	64.236	-12.400	8.745	0.000	12.561	4.400	94.393	5.600	82.945	33.200	72.769	-0.800	25.705	20.000	108.332	-24.116	-6.400	
-19.600	64.236	-12.400	8.745	0.000	12.508	3.600	94.393	6.000	82.945	35.200	72.716	-2.800	25.705	19.600	108.332	-18.551	-6.000	
-19.200	64.236	-12.400	8.745	-0.800	12.508	2.400	94.393	6.400	82.945	36.800	72.716	-4.800	25.705	18.800	108.332	-12.986	-5.600	
-18.400	64.236	-12.400	8.745	-0.800	12.508	1.600	94.393	7.600	82.945	38.800	72.716	-6.800	25.705	18.400	108.332	-11.131	-5.200	
-18.000	64.236	-12.000	8.745	-0.400	12.508	0.400	94.393	8.000	82.945	40.400	72.716	-7.600	25.652	18.000	108.332	-7.420	-5.200	
-17.200	64.183	-11.600	8.745	0.800	12.561	-0.800	94.393	8.000	82.945	42.400	72.716	-8.000	25.652	17.200	108.332	-9.276	-4.800	
-16.800	64.183	-11.600	8.745	1.200	12.614	-1.600	94.393	7.600	82.945	44.400	72.716	-8.000	25.652	16.400	108.385	-9.276	-4.400	
-16.000	64.183	-11.600	8.745	0.800	12.667	-2.000	94.393	7.600	82.945	46.000	72.716	-8.000	25.652	16.000	108.332	5.565	-4.000	
-15.600	64.236	-12.000	8.745	0.800	12.667	-2.400	94.393	7.600	82.945	47.600	72.716	-8.000	25.652	16.400	108.332	12.986	-3.600	
-14.800	64.183	-12.000	8.745	1.600	12.614	-2.400	94.393	7.600	82.945	49.200	72.716	-8.400	25.705	16.800	108.332	20.406	-3.600	
-14.400	64.183	-12.000	8.745	2.800	12.561	-2.400	94.393	7.600	82.945	50.800	72.716	-8.000	25.705	16.800	108.332	25.971	-3.200	
-13.600	64.183	-12.000	8.745	3.600	12.508	-2.000	94.393	7.600	82.945	52.000	72.716	-6.800	25.705	17.600	108.332	25.971	-3.200	
-12.800	64.183	-12.400	8.745	4.000	12.508	-2.000	94.393	8.400	82.945	53.200	72.716	-5.600	25.705	18.000	108.332	20.406	-2.800	
-11.600	64.183	-12.800	8.692	4.800	12.508	-1.600	94.393	8.800	82.945	54.000	72.716	-4.800	25.652	18.800	108.332	16.696	-2.400	
-10.800	64.183	-12.800	8.745	6.000	12.508	-1.200	94.393	9.200	82.945	54.800	72.716	-4.000	25.652	19.600	108.332	12.986	-2.400	
-9.600	64.183	-12.800	8.745	7.200	12.561	-1.200	94.393	9.200	82.945	55.600	72.716	-3.600	25.652	20.000	108.332	3.710	-2.000	
-8.400	64.183	-12.400	8.745	7.600	12.614	-1.200	94.393	9.200	82.945	56.000	72.716	-3.600	25.652	20.000	108.385	7.420	-2.000	
-6.800	64.183	-12.800	8.798	6.800	12.667	-1.600	94.393	9.600	82.945	56.800	72.716	-4.400	25.652	19.600	108.332	24.116	-1.600	
-5.200	64.183	-13.200	8.745	6.400	12.667	-1.600	94.393	10.000	82.945	57.200	72.716	-4.800	25.705	19.600	108.332	27.827	-1.200	
-3.600	64.183	-13.200	8.745	6.800	12.614	-2.000	94.393	10.400	82.945	57.200	72.716	-5.200	25.705	19.200	108.332	25.971	-1.200	
-2.000	64.183	-13.200	8.745	6.800	12.561	-2.400	94.393	10.000	82.945	57.600	72.716	-5.600	25.705	18.800	108.332	25.971	-0.800	
-0.400	64.183	-14.000	8.745	5.600	12.561	-2.400	94.393	9.200	82.945	57.600	72.716	-6.000	25.705	18.400	108.332	27.827	-0.400	
0.800	64.183	-14.800	8.745	3.600	12.508	-2.400	94.393	9.200	82.945	58.000	72.716	-6.000	25.652	18.400	108.332	37.102	-0.400	
2.400	64.183	-16.000	8.745	2.000	12.508	-2.400	94.393	9.600	82.945	58.400	72.716	-5.600	25.652	18.400	108.332	48.233	-0.400	
3.600	64.183	-16.400	8.745	1.600	12.508	-2.400	94.393	10.000	82.945	58.400	72.716	-4.800	25.652	18.800	108.332	46.378	-0.400	
4.400	64.183	-16.400	8.745	1.600	12.614	-2.000	94.393	9.600	82.945	58.800	72.716	-3.600	25.652	20.000	108.332	24.116	0.000	
5.200	64.183	-16.800	8.745	0.800	12.667	-1.600	94.393	9.600	82.945	59.200	72.716	-2.000	25.652	20.800	108.332	-1.855	0.000	
6.000	64.183	-17.600	8.798	-0.800	12.667	-1.600	94.393	9.600	82.945	59.200	72.716	-1.200	25.652	21.600	108.332	-14.841	0.000	
6.800	64.183	-18.000	8.745	-1.200	12.667	-1.600	94.393	10.000	82.945	59.600	72.716	-1.200	25.652	22.800	108.332	-20.406	0.000	
7.600	64.183	-17.600	8.745	-0.800	12.614	-1.600	94.393	10.400	82.945	59.600	72.716	-0.800	25.652	24.400	108.332	-11.131	0.400	
8.400	64.183	-17.200	8.745	0.000	12.561	-1.600	94.393	9.600	82.945	60.000	72.716	-0.400	25.705	25.600	108.332	11.131	0.400	
8.800	64.183	-16.800	8.745	0.000	12.561	-2.000	94.393	9.200	82.945	60.000	72.716	-0.400	25.705	26.400	108.332	24.116	0.800	
9.600	64.183	-16.800	8.745	-0.800	12.508	-2.400	94.393	8.400	82.945	60.400	72.716	-1.200	25.652	26.800	108.332	25.971	0.800	
10.400	64.183	-16.400	8.745	-1.600	12.508	-2.800	94.446	8.000	82.945	60.400	72.716	-2.000	25.652	27.200	108.332	27.827	0.800	
11.600	64.183	-16.000	8.745	-1.600	12.561	-3.200	94.393	7.600	82.945	60.800	72.716	-2.800	25.652	27.600	108.332	27.827	1.200	
12.400	64.183	-15.600	8.745	-1.200	12.614	-4.000	94.393	6.800	82.945	60.800	72.716	-3.200	25.652	28.000	108.332	29.682	1.200	
13.600	64.183	-15.200	8.745	-1.600	12.667	-4.400	94.393	6.400	82.945	61.200	72.716	-4.400	25.652	28.000	108.332	51.943	1.200	
15.200	64.183	-15.600	8.745	-2.800	12.667	-4.800	94.393	6.000	82.945	61.200	72.716	-5.200	25.652	28.800	108.332	72.349	1.600	
16.400	64.183	-15.600	8.745	-3.600	12.667	-4.800	94.393	6.000	82.945	61.200	72.716	-6.400	25.652	29.200	108.332	64.929	1.600	
18.000	64.183	-15.200	8.745	-3.200	12.614	-5.200	94.393	5.600	82.945	61.200	72.716	-7.600	25.705	29.600	108.332	46.378	1.600	
19.600	64.183	-14.800	8.745	-2.400	12.561	-5.200	94.393	4.800	82.945	61.200	72.716	-8.800	25.705	30.400	108.332	25.971	1.600	
21.200	64.183	-14.800	8.745	-1.600	12.508	-5.200	94.393	3.600	82.945	60.800	72.716	-10.400	25.705	31.200	108.332	16.696	1.600	
22.800	64.183	-15.200	8.745	-1.200	12.508	-5.600	94.393	3.200	82.945	60.400	72.716	-11.600	25.705	32.400	108.332	24.116	2.000	
24.400	64.183	-15.200	8.745	-0.400	12.508	-5.600	94.393	2.400	82.945	60.000	72.716	-12.800	25.652	33.600	108.332	40.812	2.000	
26.000	64.183	-15.200	8.745	1.200	12.508	-5.600	94.446	1.600	82.945	59.200	72.716	-14.000	25.652	35.200	108.332	51.943	2.400	
27.600	64.183	-14.800	8.745	2.800	12.614	-5.600	94.446	0.400	82.998	58.800	72.716	-15.200	25.652	36.400	108.332	59.363	2.400	
29.200	64.183	-14.800	8.745	3.600	12.614	-5.600	94.393	-1.200	82.945	58.400	72.716	-16.800	25.652	37.600	108.332	77.914	2.800	
30.800	64.183	-14.800	8.745	3.200	12.667	-6.000	94.393	-2.400	82.945	58.000	72.716	-18.000	25.652	38.400	108.332	92.755	2.800	
32.400	64.130	-14.800	8.745	3.200	12.667	-6.000	94.393	-3.200	82.945	57.600	72.716	-18.400	25.652	38.800	108.332	87.190	3.200	
34.000	64.130	-14.400	8.745	4.000	12.614	-6.400	94.446	-4.000	82.945	57.200	72.716	-18.400	25.705	39.200	108.332	83.480	3.600	
35.600	64.183	-14.000	8.745	4.400	12.561	-6.800	94.393	-4.400	82.998	56.800	72.716	-18.400	25.705	39.600	108.332	90.900	4.000	
37.200	64.130	-13.600	8.745	4.000	12.508	-7.200	94.393	-5.200	82.945	56.400	72.716	-18.800	25.705	40.000	108.332	96.465	4.000	
38.800	64.130	-13.600	8.745	2.800	12.508	-7.200	94.393	-5.200	82.945	56.400	72.716	-19.200	25.705	40.000	108.332	96.465	4.400	
40.400	64.130	-13.600	8.745	1.600	12.508	-8.000	94.393	-5.200	82.998	56.000	72.716	-19.600	25.652	40.000	108.332	94.610	4.400	
41.600	64.130	-13.600	8.745	1.600	12.508	-8.400	94.446	-5.200	82.945	55.600	72.716	-20.000	25.652	39.600	108.332	90.900	4.400	
42.800	64.130	-13.200	8.745	2.400	12.614	-9.200	94.446	-5.600	82.998	55.200	72.716	-20.400	25.652	39.200	108.332	85.335	4.800	
44.000	64.130	-12.800	8.745	2.000	12.667	-9.600	94.446	-6.400	82.998	54.800	72.716	-21.200	25.652	38.400	108.332	90.900	5.200	
45.200	64.130	-12.800	8.745	0.800	12.667	-10.400	94.446	-7.200	82.998	54.400	72.716	-22.000	25.652	38.000	108.332	98.320	5.200	
46.000	64.130	-13.200	8.745	0.400	12.667	-10.800	94.446	-7.600	82.998	54.000	72.716	-22.800	25.705	37.600	108.332	92.755	5.600	
46.800	64.130	-12.800	8.745	1.200	12.614	-11.600	94.446	-8.400	82.998	53.600	72.716	-23.600	25.705	37.600	108.332	85.335	6.000	
48.000	64.130	-12.400	8.745	2.000	12.561	-12.400	94.446	-9.200	82.998	53.600	72.716	-24.400	25.705	37.200	108.332	87.190	6.000	
48.800	64.130	-12.000	8.745	2.800	12.508	-13.200	94.446	-10.000	82.998	53.200	72.716	-24.400	25.705	36.400	108.332	94.610	6.000	
49.600	64.130	-12.000	8.745	2.800	12.508	-14.400	94.446	-10.800	82.998	53.200	72.716	-24.800	25.705	35.600	108.332	102.031	6.400	
50.000	64.130	-12.000	8.745	3.200	12.508	-15.200	94.446	-11.200	82.998	53.200	72.716	-25.600	25.705	35.200	108.332	111.306	6.400	
50.800	64.130	-11.200	8.745	4.400	12.508	-16.400	94.446	-12.000	82.998	52.800	72.716	-26.400	25.652	34.800	108.332	120.582	6.400	
51.600	64.130	-10.800	8.745	5.600	12.561	-17.200	94.446	-12.800	82.998	52.800	72.716	-27.200	25.652	34.000	108.332	120.582	6.800	
52.400	64.130	-10.400	8.745	6.000	12.614	-18.000	94.446	-13.600	82.998	52.800	72.716	-28.000	25.652	33.600	108.332	128.002	6.800	
53.200	64.130	-10.800	8.745	6.000	12.667	-18.800	94.446	-14.000	82.998	52.400	72.716	-28.800	25.705	32.800	108.332	146.553	6.400	
54.000	64.130	-10.800	8.745	6.000	12.667	-19.600	94.446	-14.400	82.998	52.000	72.716	-30.000	25.705	32.400	108.332	155.828	6.000	
54.800	64.130	-10.400	8.745	6.800	12.614	-20.000	94.446	-14.800	82.998	51.600	72.716	-31.200	25.705	31.600	108.332	144.698	6.000	
55.200	64.130	-10.400	8.745	7.600	12.561	-20.800	94.446	-15.600	82.998	51.200	72.716	-32.000	25.705	30.800	108.332	142.843	5.600	
56.000	64.130	-10.400	8.745	7.600	12.508	-20.800	94.446	-16.800	82.998	51.200	72.716	-32.800	25.705	30.400	108.332	159.539	4.800	
56.800	64.130	-10.400	8.745	7.200	12.508	-20.800	94.446	-17.600	82.998	50.800	72.716	-33.600	25.705	29.600	108.332	163.249	4.000	
57.200	64.130	-10.400	8.692	6.800	12.508	-20.800	94.446	-18.000	82.998	50.000	72.716	-34.400	25.705	28.800	108.332	148.408	3.200	
58.000	64.130	-10.000	8.745	7.200	12.508	-20.400	94.446	-18.800	82.998	49.600	72.769	-35.600	25.652	28.000	108.332	126.147	2.400	
58.800	64.130	-9.600	8.745	7.600	12.561	-20.000	94.446	-19.600	82.998	49.200	72.716	-35.600	25.652	27.200	108.332	118.726	1.200	
59.200	64.130	-9.600	8.745	7.600	12.614	-20.000	94.446	-20.000	82.998	48.800	72.769	-35.200	25.652	26.400	108.332	131.712	0.400	
60.000	64.130	-9.600	8.745	6.400	12.667	-19.600	94.446	-20.000	82.998	48.400	72.716	-34.800	25.652	26.400	108.385	142.843	-0.400	
60.800	64.130	-9.600	8.745	6.000	12.667	-19.600	94.446	-20.000	82.998	48.000	72.769	-34.800	25.705	26.000	108.332	133.567	-0.800	
61.600	64.130	-9.600	8.745	6.800	12.614	-19.600	94.446	-20.000	82.998	47.600	72.769	-34.400	25.705	26.000	108.332	122.437	-1.200	
62.400	64.130	-9.200	8.745	7.200	12.561	-20.000	94.446	-20.400	82.998	47.200	72.769	-34.400	25.705	25.600	108.332	133.567	-1.600	
63.600	64.130	-9.600	8.745	7.200	12.508	-20.000	94.446	-21.200	82.998	46.800	72.769	-34.800	25.705	25.200	108.385	150.263	-1.600	
64.400	64.130	-10.000	8.745	6.000	12.508	-20.400	94.446	-21.200	82.998	46.400	72.716	-35.600	25.705	24.800	108.332	153.973	-1.600	
65.600	64.077	-10.400	8.745	5.200	12.508	-20.800	94.446	-21.200	82.998	46.000	72.769	-36.800	25.705	24.400	108.332	166.959	-1.200	
66.400	64.130	-10.800	8.692	5.200	12.561	-21.200	94.446	-21.200	82.998	45.600	72.769	-38.000	25.705	24.000	108.385	178.090	-1.200	
67.600	64.130	-10.800	8.745	5.200	12.561	-22.000	94.446	-21.600	82.998	45.200	72.769	-38.800	25.652	22.800	108.332	176.235	-1.200	
68.800	64.077	-11.200	8.745	4.800	12.667	-22.400	94.446	-22.000	82.998	44.400	72.769	-40.000	25.705	22.000	108.385	172.524	-0.800	
70.000	64.077	-12.000	8.745	3.600	12.667	-23.200	94.446	-22.000	82.998	44.000	72.769	-40.800	25.705	21.600	108.385	178.090	-0.400	
70.800	64.077	-12.800	8.745	2.800	12.667	-23.600	94.446	-22.400	82.998	43.600	72.769	-42.000	25.705	20.800	108.385	174.379	0.000	
72.000	64.130	-12.800	8.745	3.200	12.614	-24.400	94.446	-22.800	82.998	43.200	72.769	-43.200	25.705	19.600	108.385	166.959	0.400	
73.200	64.077	-12.800	8.745	3.200	12.561	-24.800	94.446	-24.000	82.998	42.800	72.716	-44.000	25.705	18.800	108.385	179.945	0.800	
74.400	64.077	-12.400	8.745	2.800	12.508	-25.200	94.446	-25.200	82.998	42.800	72.716	-44.400	25.705	18.000	108.332	192.930	1.200	
75.600	64.077	-12.400	8.745	1.600	12.508	-25.600	94.446	-26.000	82.998	42.800	72.769	-44.400	25.705	17.600	108.385	181.800	1.600	
76.400	64.077	-12.400	8.745	0.800	12.508	-25.600	94.446	-26.800	82.998	42.400	72.769	-43.600	25.652	17.200	108.385	165.104	2.000	
77.600	64.077	-12.000	8.745	0.800	12.561	-26.000	94.446	-28.000	82.998	42.400	72.769	-42.800	25.652	16.400	108.385	166.959	2.400	
78.800	64.077	-11.600	8.745	0.800	12.614	-26.000	94.446	-29.200	82.998	42.400	72.716	-42.800	25.652	16.000	108.385	179.945	2.800	
80.000	64.077	-11.200	8.745	0.800	12.667	-25.600	94.446	-30.800	83.051	42.400	72.769	-43.200	25.705	16.000	108.385	181.800	3.200	
80.800	64.077	-10.800	8.745	-0.400	12.667	-25.600	94.446	-31.600	82.998	42.400	72.769	-43.200	25.705	15.600	108.385	170.669	3.600	
82.000	64.077	-10.800	8.745	-1.200	12.667	-25.200	94.446	-32.400	82.998	42.400	72.769	-42.800	25.705	15.200	108.385	163.249	4.000	
82.800	64.077	-10.400	8.745	-0.800	12.614	-25.200	94.446	-32.800	82.998	42.400	72.769	-42.800	25.705	14.400	108.385	163.249	4.000	
84.000	64.077	-10.000	8.745	-0.400	12.561	-25.200	94.446	-33.200	82.998	42.400	72.769	-42.800	25.705	13.200	108.385	166.959	4.000	
84.800	64.077	-10.000	8.745	-1.200	12.561	-24.800	94.446	-33.600	82.998	42.400	72.769	-42.400	25.705	11.600	108.385	165.104	4.000	
85.600	64.077	-9.600	8.692	-2.800	12.508	-24.800	94.446	-33.600	82.998	42.400	72.769	-42.400	25.705	10.400	108.385	153.973	4.000	
86.400	64.077	-9.600	8.745	-4.000	12.508	-24.800	94.446	-33.200	82.998	42.400	72.769	-41.600	25.652	9.600	108.385	155.828	4.000	
87.600	64.077	-9.200	8.745	-4.000	12.561	-24.800	94.446	-33.200	83.051	42.000	72.769	-40.000	25.652	8.400	108.385	152.118	4.000	
88.400	64.077	-8.800	8.745	-3.600	12.614	-25.200	94.446	-33.200	82.998	42.000	72.769	-38.400	25.652	7.200	108.385	133.567	4.000	
88.800	64.077	-8.800	8.745	-3.600	12.667	-25.200	94.446	-33.200	82.998	41.600	72.769	-37.200	25.652	6.000	108.385	120.582	3.600	
89.600	64.077	-8.800	8.745	-4.800	12.667	-25.600	94.446	-33.200	82.998	41.200	72.769	-35.600	25.652	4.800	108.385	115.016	3.600	
90.400	64.077	-8.800	8.745	-4.800	12.667	-26.000	94.446	-32.800	82.998	40.800	72.769	-34.000	25.705	3.600	108.385	94.610	3.600	
90.800	64.077	-8.400	8.745	-4.000	12.614	-26.400	94.446	-33.200	82.998	40.400	72.769	-32.800	25.705	2.400	108.385	81.624	3.600	
91.200	64.077	-8.400	8.745	-2.800	12.561	-27.200	94.446	-33.600	83.051	40.000	72.769	-32.400	25.705	1.200	108.385	87.190	4.000	
92.000	64.077	-8.400	8.745	-2.000	12.508	-27.600	94.446	-34.400	82.998	39.200	72.769	-32.800	25.705	0.000	108.385	83.480	4.000	
92.400	64.077	-8.800	8.745	-2.400	12.508	-28.000	94.446	-34.800	82.998	38.400	72.769	-33.200	25.705	-1.200	108.385	76.059	4.000	
92.800	64.077	-8.800	8.745	-2.000	12.508	-28.800	94.446	-35.200	82.998	37.600	72.769	-34.000	25.705	-2.000	108.385	81.624	4.000	
93.200	64.077	-8.800	8.745	-1.200	12.561	-29.600	94.446	-36.000	82.998	36.800	72.769	-34.800	25.652	-3.200	108.385	79.769	4.000	
93.600	64.077	-8.800	8.745	-0.400	12.614	-30.400	94.446	-36.800	83.051	36.000	72.769	-36.000	25.652	-4.400	108.385	59.363	4.000	
94.000	64.077	-9.200	8.745	0.000	12.667	-31.600	94.446	-37.600	83.051	35.200	72.769	-36.800	25.652	-6.000	108.385	53.798	4.000	
94.400	64.077	-10.000	8.798	-1.200	12.667	-32.800	94.446	-38.400	83.051	34.400	72.769	-37.600	25.652	-6.800	108.385	61.218	4.000	
94.800	64.077	-10.400	8.745	-2.000	12.667	-33.600	94.446	-38.800	83.051	33.200	72.769	-38.000	25.705	-7.600	108.385	53.798	4.000	
95.200	64.077	-10.000	8.745	-1.600	12.614	-34.400	94.446	-39.600	83.051	32.400	72.769	-38.800	25.705	-8.800	108.385	44.522	4.000	
95.600	64.077	-10.000	8.745	-0.800	12.561	-35.600	94.499	-40.800	83.051	31.200	72.769	-39.200	25.705	-10.000	108.385	33.392	3.600	
96.000	64.077	-10.000	8.745	-0.800	12.508	-36.400	94.446	-42.000	83.051	30.000	72.769	-38.800	25.705	-11.200	108.438	14.841	3.600	
96.000	64.077	-10.000	8.745	-1.200	12.508	-37.200	94.446	-42.400	83.051	28.800	72.769	-38.400	25.705	-12.400	108.438	-7.420	3.600	
96.400	64.077	-10.400	8.745	-1.600	12.508	-38.000	94.446	-42.400	83.051	28.000	72.769	-38.400	25.652	-14.000	108.438	-11.131	3.600	
96.800	64.077	-10.000	8.745	-0.800	12.561	-38.800	94.446	-42.800	83.051	26.800	72.769	-38.000	25.652	-15.600	108.438	0.000	3.600	
97.200	64.077	-10.000	8.745	0.400	12.614	-39.600	94.446	-43.600	83.051	26.000	72.769	-37.600	25.652	-17.600	108.438	3.710	3.600	
97.600	64.077	-10.000	8.745	0.800	12.614	-40.000	94.499	-44.400	83.051	24.400	72.769	-37.600	25.652	-19.200	108.438	5.565	4.000	
98.000	64.077	-10.000	8.745	0.400	12.667	-40.400	94.446	-45.200	83.051	23.200	72.769	-38.400	25.652	-21.200	108.438	20.406	3.600	
98.000	64.077	-10.000	8.745	0.400	12.667	-40.800	94.499	-45.200	83.051	22.000	72.769	-39.200	25.705	-23.600	108.438	29.682	3.600	
98.400	64.077	-10.000	8.745	1.200	12.614	-41.200	94.446	-45.600	83.051	20.800	72.769	-40.400	25.705	-26.000	108.438	33.392	3.600	
98.800	64.077	-9.600	8.745	2.400	12.561	-41.600	94.499	-46.000	83.051	19.600	72.769	-41.600	25.705	-28.400	108.438	37.102	3.600	
99.200	64.077	-9.600	8.745	2.000	12.561	-42.400	94.499	-46.400	83.051	18.800	72.769	-43.200	25.705	-30.400	108.438	35.247	3.600	
99.600	64.077	-9.600	8.692	0.800	12.508	-42.800	94.446	-46.800	83.051	17.600	72.769	-45.600	25.705	-32.000	108.438	24.116	3.600	
100.000	64.077	-9.600	8.745	-0.400	12.508	-43.200	94.499	-46.800	83.051	16.400	72.769	-48.000	25.705	-33.600	108.438	16.696	3.600	
100.400	64.077	-9.200	8.745	-0.800	12.561	-43.600	94.499	-46.800	83.051	15.200	72.769	-50.800	25.705	-34.400	108.438	16.696	3.600	
100.800	64.024	-8.800	8.745	-0.400	12.614	-43.600	94.499	-47.200	83.051	14.000	72.769	-54.000	25.705	-34.800	108.438	9.276	3.600	
101.200	64.024	-8.800	8.745	-1.200	12.667	-44.000	94.446	-46.800	83.051	13.200	72.769	-56.800	25.705	-35.200	108.438	1.855	3.600	
101.600	64.024	-8.800	8.745	-3.200	12.667	-44.400	94.499	-46.000	83.051	12.000	72.769	-59.200	25.705	-35.600	108.438	0.000	3.600	
102.000	64.077	-8.800	8.745	-4.000	12.667	-44.400	94.499	-44.800	83.051	11.200	72.769	-60.800	25.705	-35.600	108.438	-3.710	3.600	
102.400	64.077	-8.400	8.745	-3.600	12.614	-44.400	94.499	-44.000	83.051	10.400	72.822	-61.600	25.705	-35.200	108.438	-5.565	3.600	
102.800	64.077	-8.000	8.745	-2.800	12.561	-44.400	94.499	-43.600	83.051	9.600	72.769	-61.600	25.705	-34.400	108.438	-3.710	4.000	
103.200	64.077	-8.400	8.745	-2.400	12.508	-44.000	94.446	-43.200	83.051	9.200	72.769	-61.600	25.705	-33.600	108.438	0.000	4.000	
103.600	64.077	-8.800	8.745	-2.000	12.508	-44.000	94.499	-42.400	83.051	8.400	72.822	-61.200	25.705	-32.400	108.438	0.000	3.600	
104.000	64.077	-9.600	8.745	-1.200	12.508	-43.600	94.499	-41.600	83.051	8.000	72.822	-60.000	25.705	-31.200	108.438	1.855	3.200	
104.000	64.077	-9.600	8.745	0.400	12.508	-43.600	94.499	-41.200	83.051	7.200	72.822	-58.800	25.705	-30.000	108.438	0.000	3.200	
